access_scope,allowed_for_bid,applicable_sections,applicable_volumes,approved_candidate,bid_volume,candidate_id,caption_policy,category_label,classification_confidence,content_sha256,decision,dedup_status,dedup_status_label,description,doc_owner,enterprise,evidence_bundle_id,evidence_type,evidence_type_label,fact_source_allowed_for_enterprise,formal_bid_ready,formal_caption,ingestion_action,ingestion_block_reason,ingestion_eligible,ingestion_readiness,manual_review_required,material_category,media_sha256,origin_source_domain,origin_type,product_families,quality_tier,quality_tier_after_review,quality_tier_label,ready_for_ingestion,record_type,requires_fact_cross_check_for_precise_values,review_status,review_status_after_review,review_status_label,reviewed_at,reviewed_target_library_label,reviewed_title,reviewer,sensitivity,sensitivity_label,source_authorization_basis,source_authorized,source_display_name,source_document_name,source_domain,source_file,source_page,source_section,tags,target_library,target_library_label,tenant_visibility,title,usage_restriction,validity_status,visible_field_violations
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.1.电缆保护管MPP工艺流程""]","[""技术标""]",False,technical,technical-media-0005,suppressed_document_page_caption,企业证明材料,0.45,99db87ea295d372313af2af157652c8408e15dcb2a0409f4d2bfbce008e3ae04,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.1.电缆保护管MPP工艺流程”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,enterprise_evidence,企业证明材料,True,False,,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,99db87ea295d372313af2af157652c8408e15dcb2a0409f4d2bfbce008e3ae04,mixed_historical_bid,tender_scoring_derived,"[""MPP电缆保护管""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌电缆保护管MPP工艺流程知识资料第001项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,19,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.1.电缆保护管MPP工艺流程,"[""泰昌"", ""企业证明材料"", ""历史标书候选"", ""技术标"", ""MPP电缆保护管""]",product_library,产品库资料,taichang_only,泰昌企业证明材料历史候选第19页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.2.电缆保护管CPVC工艺流程""]","[""技术标""]",False,technical,technical-media-0006,suppressed_document_page_caption,企业证明材料,0.45,009c93d2fbf3f8ef5351b3a2d19ec13a429c99a0b08a7c6abd3725a86b1716b2,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.2.电缆保护管CPVC工艺流程”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,enterprise_evidence,企业证明材料,True,False,,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,009c93d2fbf3f8ef5351b3a2d19ec13a429c99a0b08a7c6abd3725a86b1716b2,mixed_historical_bid,tender_scoring_derived,"[""CPVC电缆保护管""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌电缆保护管CPVC工艺流程知识资料第001项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,22,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.2.电缆保护管CPVC工艺流程,"[""泰昌"", ""企业证明材料"", ""历史标书候选"", ""技术标"", ""CPVC电缆保护管""]",product_library,产品库资料,taichang_only,泰昌企业证明材料历史候选第22页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0007,formal_material_caption,生产制造能力,0.85,659e82a90ddfc09181a2411f7481e1352f7676985524c37626de319c4038c71f,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,659e82a90ddfc09181a2411f7481e1352f7676985524c37626de319c4038c71f,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第001项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0008,formal_material_caption,生产制造能力,0.85,3f3577ad327c2d683e69ba7ed371fedab3f9fdef2b92868ff56d2883a57951f8,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,3f3577ad327c2d683e69ba7ed371fedab3f9fdef2b92868ff56d2883a57951f8,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第002项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0009,formal_material_caption,生产制造能力,0.85,255bb29290085204e51f7ebde27a64deb12d03a70239f5e64d934d85f4bc1d61,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,255bb29290085204e51f7ebde27a64deb12d03a70239f5e64d934d85f4bc1d61,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第003项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0010,formal_material_caption,生产制造能力,0.85,2da7e1fc594e3f785a3ca918877e437c3bae136cb3e9815fb3862b946c98b1ed,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,2da7e1fc594e3f785a3ca918877e437c3bae136cb3e9815fb3862b946c98b1ed,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第004项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0011,formal_material_caption,生产制造能力,0.85,d0309ee31a5894123432884b38b5e7a0446009883bd3ab936a3d91384433456c,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,d0309ee31a5894123432884b38b5e7a0446009883bd3ab936a3d91384433456c,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第005项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0012,formal_material_caption,生产制造能力,0.85,2836a61a1f6ac9be97e8e8d19981f32f0878fc0e784524bb7a419aa78856b5ca,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,2836a61a1f6ac9be97e8e8d19981f32f0878fc0e784524bb7a419aa78856b5ca,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第006项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0013,formal_material_caption,生产制造能力,0.85,24cd2d27cfea760921ddaa87e11e81f48c3166b402886953abac8d858f2e9158,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,24cd2d27cfea760921ddaa87e11e81f48c3166b402886953abac8d858f2e9158,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第007项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
taichang_tenant_internal,False,"[""专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件""]","[""技术标""]",False,technical,technical-media-0014,formal_material_caption,生产制造能力,0.85,73187779e13a4342e3364af6b88b44121898f44ed6c0d3cd14f40b282a5158e3,系统自动接收为知识资料,new,未发现重复，仍需审核,来源于泰昌技术补充文件，历史位置为“专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件”。当前仅用于泰昌资料人工复核，未获准进入正式标书。,河北泰昌电力器材科技有限公司,河北泰昌电力器材科技有限公司,,production_capacity,生产制造能力,True,False,资料：泰昌生产制造能力,extract_word_media_as_knowledge_only,尚未通过P0-06人工批准,False,ready_for_extraction_and_validation,True,电缆保护管,73187779e13a4342e3364af6b88b44121898f44ed6c0d3cd14f40b282a5158e3,mixed_historical_bid,tender_scoring_derived,"[""电缆保护管通用""]",review_only,knowledge_only,仅限人工复核,True,media,True,needs_customer_confirmation,policy_auto_accepted,需要客户确认,2026-07-13,产品库资料,泰昌各工序控制点工艺文件知识资料第008项,系统分级策略,internal,企业内部资料,客户主动提供历史技术标/商务标用于系统整理与复用,True,泰昌技术补充文件,泰昌技术补充文件,enterprise_fact,assets/template_words/技术补充文件.docx,26,（二）专项投标文件/5.针对评审要素，需要补充的其他文件/5.1.产品制造质量控制/5.1.2.生产工艺/质量管控体系/5.1.2.5.各工序控制点工艺文件,"[""泰昌"", ""生产制造能力"", ""历史标书候选"", ""技术标"", ""电缆保护管通用""]",product_library,产品库资料,taichang_only,泰昌生产制造能力历史候选第26页,仅作泰昌内部知识资料；不得作为精确参数、有效证书或正式投标附件直接引用,needs_review,[]
